txt_file,o2_uptake,vo2_units,gas_collection_methods,estimated_vo2,gas_data
fmed.2021.721673,True,False,True,True,y
bf00422851,True,False,False,False,m
bf00696380,True,True,True,False,y
s12576-020-00750-5,True,False,True,False,y
nu13041051,True,True,False,False,m
journal.pone.0242551,True,True,False,True,m
fphys.2021.658997,True,False,False,False,m
j.metabol.2016.05.017,True,False,True,True,y
fphys.2016.00253,True,True,True,False,y
s11010-015-2413-3,True,False,False,False,m
ijsnem.2017-0352,True,False,True,False,y
s000711451800274x,True,False,False,False,m
diacare.29.03.06.dc05-1605,True,True,False,True,m
s00421-013-2814-5,True,True,True,False,y
mej.0b013e328347a2aa,True,False,True,False,y
nu13030864,True,False,True,False,y
sms.13490,True,True,True,False,y
s41598-019-54912-6,True,True,False,False,m
bjsm.2006.027839,True,False,False,True,m
ijo.2017.181,True,True,True,False,y
jci107814,True,False,False,False,m
s00421-017-3627-8,True,True,False,False,m
s00421-010-1554-z,True,False,False,True,m
jssm.2021.26,True,True,False,True,m
j.metabol.2010.10.005,True,False,False,False,m
j.amjcard.2011.04.037,True,True,False,False,m
jhj.40.127,False,False,False,False,n
s00726-012-1429-1,False,False,False,False,n
japplphysiol.00647.2017,True,False,True,False,y
fphys.2016.00509,True,True,False,False,m
mss.0000000000000568,True,True,True,False,y
ijerph18137209,True,True,False,True,m
s00421-007-0531-7,True,True,True,True,y
s00421-018-3884-1,True,True,True,False,y
copd.s113657,True,True,False,False,m
bf00868137,True,True,True,False,y
nu14010078,True,True,False,False,m
s13382-014-0237-0,True,True,False,True,m
s11695-016-2259-0,True,False,False,False,m
s00421-011-2054-5,True,True,True,False,y
s12933-018-0688-x,True,True,True,True,y
mmr.2012.1060,True,False,False,False,m
fphys.2021.679232,True,True,True,False,y
s00421-006-0347-x,True,True,False,True,m
s1517-86922003000400004,True,True,True,False,y
sms.13651,True,False,False,False,m
j.jsams.2020.07.002,True,True,False,False,m
ajpregu.00155.2002,True,True,False,False,m
fphys.2016.00092,True,True,False,False,m
bf00236699,True,True,True,True,y
avb200170020133,True,True,False,True,m
hypertensionaha.108.120212,True,False,False,False,m
2047487315600815,True,True,False,False,m
journal.pone.0138906,True,False,True,True,y
s00421-015-3199-4,True,True,True,False,y
mss.0b013e31824f5be4,True,True,False,True,m
j.1475-097x.1983.tb00685.x,False,False,False,False,n
healthcare9070851,True,True,False,False,m
ijspp.2014-0218,True,True,False,True,m
09031936.96.09112273,True,False,False,False,m
fphys.2017.00387,True,True,True,False,y
ijsnem.2017-0144,True,True,False,False,m
japplphysiol.00048.2015,True,True,False,False,m
j.neuroscience.2007.07.038,True,False,False,False,m
journal.pone.0141584,True,True,False,True,m
s40798-021-00363-1,True,False,False,False,m
bjsm.27.3.186,True,True,False,False,m
s-2005-837446,True,True,True,False,y
s13105-012-0221-8,True,False,True,False,y
fphys.2018.01191,True,True,True,False,y
s12884-015-0607-z,True,False,False,True,m
s00421-011-2262-z,True,False,False,False,m
s12906-017-1595-5,True,True,False,False,m
ijerph19074227,True,True,False,True,m
oem.32.2.110,True,False,False,False,m
s10072-010-0396-0,True,True,True,False,y
ijerph18052687,False,False,False,False,n
nu13124391,True,True,True,True,y
s12888-020-02827-2,True,True,True,True,y
bf00421633,True,False,True,False,y
s11332-022-00903-6,True,True,True,True,y
apnm-2018-0379,True,True,False,False,m
s40618-020-01426-y,True,True,False,False,m
ard.62.9.885,True,True,False,True,m
s00421-019-04275-7,True,True,False,True,m
joe-08-0477,True,False,False,True,m
bjsm.20.3.109,True,True,True,False,y
jsc.0b013e3181876ad0,True,True,False,False,m
ijspp.2018-0120,True,True,True,False,y
bjsm.36.3.189,True,True,False,True,m
s00421-012-2550-2,True,True,True,False,y
j.apmr.2009.11.018,True,True,True,True,y
s004210050171,True,False,False,True,m
hepatmon.96437,True,False,False,False,m
s00421-015-3256-z,False,False,False,False,n
j.amjcard.2010.12.022,True,True,True,True,y
s004210050617,False,False,False,False,n
0003-4819-134-1-200101020-00008,False,False,False,False,n
s00221-018-5247-x,True,False,False,False,m
s00221-015-4252-6,True,False,True,False,y
s004210050603,False,False,False,False,n
ag.2019.004,True,True,False,True,m
ijerph17249511,True,True,True,False,y
2251-6581-12-22,False,False,False,False,n
jsc.0b013e3181ecd072,True,True,False,False,m
s002469900380,True,True,False,True,m
s00421-006-0296-4,True,False,False,False,m
s00421-010-1705-2,True,False,False,False,m
eje.0.1410022,True,False,False,False,m
jsc.0b013e3182430198,True,False,False,False,m
bf01094787,True,True,True,True,y
mat.0000000000001073,False,False,False,False,n
01.mss.0000161805.61893.c0,True,True,False,True,m
ptj.20110157,True,True,False,False,m
s00421-007-0662-x,True,True,False,True,m
bf01094793,True,True,False,True,m
s00421-011-2185-8,True,True,True,False,y
s004210050159,True,True,False,False,m
ijerph19095620,True,False,False,True,m
16501977-1037,True,True,False,False,m
s13063-021-05414-2,True,False,False,True,m
s00421-016-3326-x,True,True,True,True,y
mss.0b013e3181a5a68b,True,True,False,True,m
hrt.52.3.299,True,False,False,False,m
sj.jhh.1001290,True,True,True,False,y
1414-431x20165200,True,True,False,True,m
nu10111732,True,True,False,False,m
fphys.2021.660818,True,True,False,False,m
s00421-009-1212-5,True,False,False,False,m
jpts.30.181,True,True,True,False,y
s00421-018-3927-7,True,True,True,False,y
s10484-011-9164-z,True,True,False,False,m
hrt.70.3.247,True,True,False,False,m
s00421-018-3901-4,True,False,False,False,m
s12291-010-0059-1,True,True,False,False,m
09031936.00087812,True,False,True,False,y
ajpregu.00104.2019,True,True,False,False,m
s00421-011-1921-4,False,False,False,False,n
japplphysiol.00684.2018,True,True,True,True,y
1414-431x20154787,True,True,True,False,y
sj.sc.3100956,True,False,True,False,y
1533317517720065,True,True,True,True,y
fphys.2017.00542,True,True,True,False,y
09031936.04.00142903,True,False,False,False,m
bf00964692,False,False,False,False,n
j.cardfail.2008.12.015,True,False,True,False,y
bf00421753,True,True,False,False,m
journal.pone.0027749,True,True,True,False,y
rep-16-0318,True,True,False,False,m
bf00854989,True,False,False,False,m
bf00376444,True,True,True,False,y
japplphysiol.00986.2016,True,True,True,True,y
bjsm.2003.006825,True,False,False,True,m
fphys.2021.683942,True,True,False,True,m
s004210050415,True,True,False,True,m
s00421-004-1117-2,True,False,False,False,m
s00421-008-0907-3,True,True,False,True,m
00207454.2011.574762,True,True,False,False,m
s-2008-1038492,True,True,False,True,m
mss.0b013e318257d2db,True,True,True,True,y
s10439-007-9362-2,True,True,True,True,y
ijspp.2.2.128,True,True,True,False,y
k.50.1.8,True,True,True,False,y
pbc.27113,True,True,False,False,m
thx.44.12.1006,True,True,False,False,m
journal.pone.0092441,True,True,False,True,m
s12970-021-00432-6,True,True,False,False,m
bjsm.25.4.191,True,False,False,True,m
s12603-017-0958-4,True,False,False,False,m
s00421-020-04574-4,True,True,True,False,y
fmars.2014.00076,True,False,False,False,m
sjweh.2083,True,True,False,False,m
folmed.62.e49809,True,False,False,True,m
jeb.00369,True,False,False,True,m
s41598-020-63297-w,True,False,False,False,m
jeb.01077,True,False,False,False,m
s002130100787,True,False,False,False,m
s00421-004-1096-3,True,False,False,False,m
s13023-015-0303-0,True,True,False,False,m
mss.0b013e31816770fe,True,True,True,False,y
s00421-002-0786-y,True,False,False,False,m
mss.0000000000000434,True,True,False,False,m
j.bulm.2004.12.005,True,True,True,False,y
000486450,True,True,True,False,y
s00421-005-1374-8,True,True,True,False,y
bf01466269,True,False,False,False,m
jhse.2011.63.01,True,True,True,False,y
jsc.0000000000000848,True,True,False,False,m
01.cir.87.4.1076,True,True,False,False,m
medicina56040184,True,True,False,True,m
s00421-020-04325-5,True,True,True,True,y
s00296-014-3203-z,True,True,True,False,y
s10484-006-9012-8,True,False,False,False,m
01.cir.98.25.2919,True,False,False,False,m
nu10091318,True,True,True,False,y
su8090850,True,True,False,False,m
fphys.2017.00740,True,True,True,False,y
tjem.233.57,True,False,True,False,y
bf00242285,True,False,False,False,m
s00421-009-1293-1,True,True,True,False,y
j.healun.2020.06.006,True,True,True,True,y
jeb.108225,True,True,False,True,m
ijspp.2018-0256,True,True,True,False,y
fphys.2017.00754,True,True,False,False,m
s00421-018-4047-0,True,True,True,True,y
jc.2013-1651,True,True,False,False,m
bjsm.12.1.14,True,True,True,False,y
s12149-008-0212-6,True,False,False,False,m
ajpregu.00454.2017,True,False,True,False,y
hypertensionaha.110.164616,True,False,False,True,m
circheartfailure.114.001435,True,True,False,False,m
journal.pone.0088384,True,True,False,False,m
bf00697663,False,False,False,False,n
s13102-018-0091-7,True,True,True,False,y
s00421-012-2483-9,True,False,True,True,y
s13098-017-0294-1,True,True,True,False,y
aphysiol.101.2014.2.2,True,False,True,False,y
milmed-d-09-00198,True,True,False,False,m
s-0042-103029,True,True,False,True,m
mss.0000000000001074,True,False,False,True,m
jsc.0b013e3181bac33c,True,True,True,False,y
nu14020236,True,False,True,True,y
bf02844129,True,False,False,True,m
s0066-782x2012005000092,True,True,False,False,m
00006450-198409000-00008,True,True,True,False,y
bf00376656,True,False,False,False,m
bjsm.25.1.45,True,False,False,False,m
s11332-019-00580-y,True,True,True,False,y
s00421-007-0456-1,True,False,False,False,m
01.cir.65.5.894,True,False,False,False,m
s004210000232,True,True,True,False,y
1545968310364059,True,True,False,False,m
s00421-010-1797-8,True,True,False,True,m
sports7070161,True,True,False,True,m
01.cir.90.4.1866,True,True,False,False,m
s12890-015-0035-x,True,False,True,False,y
s00421-014-3039-y,True,True,True,False,y
ijo.2008.5,True,True,False,False,m
s004210050363,True,False,True,False,y
s41393-020-00540-1,True,True,True,True,y
sms.13251,True,False,True,False,y
s00421-018-3938-4,True,True,True,False,y
japplphysiol.00983.2018,True,True,False,False,m
j.rmed.2013.06.013,True,False,True,True,y
japplphysiol.00584.2012,True,True,True,False,y
j.1440-1681.2012.05735.x,True,False,False,False,m
fphys.2018.00116,True,False,False,False,m
oajsm.s116672,True,True,False,False,m
s40101-017-0127-9,True,True,True,True,y
s12970-021-00464-y,True,True,False,True,m
s41419-017-0256-4,True,False,False,False,m
2052-1847-5-18,True,False,False,False,m
journal.pone.0110320,True,True,True,False,y
s-0043-102944,True,False,True,True,y
j.apmr.2016.01.013,True,True,False,False,m
bf02388326,True,True,False,True,m
s00421-010-1653-x,True,True,True,True,y
chest.11-1147,True,True,False,False,m
jc.2018-02679,True,False,False,False,m
ijerph17218216,True,True,True,False,y
s12883-020-1611-0,True,True,False,False,m
fphys.2013.00099,True,True,True,False,y
s-0043-117178,True,True,False,False,m
j.amjhyper.2007.01.005,True,True,False,True,m
s00421-016-3356-4,False,False,False,False,n
j.wem.2014.12.001,True,True,False,True,m
s00421-008-0918-0,False,False,False,False,n
japplphysiol.00077.2010,True,True,True,False,y
bmjopen-2016-013744,True,False,False,False,m
mss.0000000000001262,True,False,False,True,m
abp.2006_3305,True,False,False,False,m
j.1365-201x.1999.00564.x,True,False,True,True,y
mss.0000000000001504,True,False,True,False,y
h07-051,True,True,False,True,m
s00246-013-0841-y,True,False,True,True,y
bf00236064,True,False,False,False,m
jech.51.4.365,True,False,True,True,y
nu12092508,True,False,False,False,m
bf00714998,True,False,False,False,m
jrheum.170726,True,True,False,True,m
bjsm.2003.007518,True,False,True,True,y
17477160902923341,True,True,False,False,m
mss.0000000000000183,True,True,False,True,m
circulationaha.111.060376,False,False,False,False,n
journal.pone.0206908,True,True,False,True,m
bjsm.2006.026666,True,True,True,False,y
juoeh.21.277,True,True,True,False,y
fphys.2018.01036,True,False,False,False,m
s00421-009-1100-z,True,True,False,False,m
j.rmed.2006.11.004,True,False,True,False,y
bf00424808,True,False,False,False,m
s004210050613,True,False,False,False,m
s00421-003-0864-9,True,False,True,False,y
jme-07-0071,True,False,False,False,m
hrt.45.4.376,True,False,False,True,m
sj.jhh.1001257,True,False,False,False,m
bf03167072,False,False,False,False,n
2060.106.2019.30,True,True,False,True,m
ijerph18041984,True,False,False,False,m
16501977-1966,True,False,False,False,m
s00360-009-0374-0,True,False,False,True,m
fphys.2020.585267,True,True,False,True,m
s00395-003-0418-7,True,False,False,False,m
jaha.117.008072,True,True,True,True,y
1414-431x20144235,True,True,False,False,m
jappl.2001.90.5.1770,True,False,False,False,m
fspor.2020.00114,True,True,False,False,m
s13102-018-0095-3,True,False,True,True,y
jrrd.2011.12.0252,True,True,False,False,m
s00421-013-2816-3,True,False,False,False,m
apnm-2016-0002,True,False,False,False,m
v10078-012-0029-1,True,True,True,True,y
circj.cj-19-0273,True,True,True,True,y
j.jsams.2008.03.001,True,False,False,False,m
jci111294,True,False,False,False,m
mss.0000000000002637,True,True,False,True,m
jcj.64.370,False,False,False,False,n
bjsm.19.2.85,True,False,True,False,y
s00421-005-1383-7,True,True,True,False,y
s00421-007-0506-8,True,True,True,False,y
sc.1985.17,True,False,False,False,m
j.mayocp.2015.07.026,True,False,False,True,m
app11156687,True,True,True,True,y
bf00266727,False,False,False,False,n
s00431-007-0553-5,False,False,False,False,n
s-2007-964859,True,True,False,False,m
bf00421151,True,False,False,False,m
dc17-1904,True,True,True,False,y
wnl.0000000000002329,True,True,False,True,m
2047487319849505,True,False,False,False,m
circulationaha.112.097337,True,True,False,False,m
s13054-018-2030-0,True,False,False,False,m
s-2006-924140,True,True,False,True,m
s0034-89102006000600009,True,True,False,True,m
copd.s283005,True,False,False,True,m
japa.16.4.408,True,True,False,False,m
sj.ejcn.1602566,True,False,True,True,y
j.jvs.2008.01.048,True,True,False,False,m
jbc.m117.806786,True,False,False,True,m
ijerph19084675,True,True,False,False,m
s00421-009-1022-9,True,True,False,False,m
fphys.2019.01519,True,True,False,False,m
s00421-005-0044-1,True,False,False,False,m
s00421-004-1145-y,True,True,False,False,m
s004210050029,True,True,True,False,y
s-0033-1349106,True,True,True,False,y
s10522-013-9423-x,False,False,False,False,n
bf00421838,True,True,True,False,y
09031936.97.10010114,True,True,False,False,m
s00421-016-3512-x,True,True,True,True,y
sc.2014.159,True,True,False,False,m
hrt.77.2.168,True,True,True,True,y
s00421-009-1094-6,True,True,True,False,y
s00467-014-2971-8,False,False,False,False,n
16501970306114,True,True,False,True,m
09593985.2017.1357150,True,True,True,True,y
sj.jhh.1001848,True,False,False,False,m
s-2004-820998,True,True,False,False,m
jcm7100347,True,True,False,True,m
s10695-017-0368-x,True,False,False,False,m
apnm-2017-0214,True,True,False,False,m
s00167-011-1398-z,True,True,True,False,y
01.cir.0000129308.04757.72,True,False,False,False,m
ijspp.2020-0752,True,True,False,False,m
bjsm.26.4.228,True,True,True,False,y
ijspp.2021-0020,True,True,False,False,m
tsm2.198,True,False,True,True,y
japplphysiol.01032.2018,True,True,False,False,m
s00421-005-1361-0,True,False,False,False,m
s00421-018-3851-x,True,True,True,False,y
jwh.2013.4420,True,True,False,False,m
1476-5918-8-4,True,True,True,True,y
jsc.0b013e3181e4f78e,True,True,False,False,m
japplphysiol.01122.2017,True,True,True,True,y
journal.pone.0120354,True,True,True,False,y
s00421-014-3094-4,True,True,True,False,y
nu8120755,True,True,True,False,y
s12931-019-1002-5,True,False,False,False,m
j.pmrj.2014.06.013,True,False,True,False,y
s12970-018-0238-7,True,False,False,True,m
journal.pone.0158589,True,True,True,True,y
2045772314y.0000000281,True,True,False,False,m
ijspp.2020-0785,True,True,False,True,m
jaha.117.006467,False,False,False,False,n
bf00635361,False,False,False,False,n
s00421-004-1248-5,True,False,False,False,m
s00421-015-3306-6,True,False,True,True,y
sj.sc.3100403,True,False,False,False,m
journal.pone.0147330,True,True,False,True,m
02640414.2021.1876328,True,False,True,True,y
sms.12985,True,True,True,True,y
s004210000352,True,False,False,False,m
s00421-019-04087-9,True,True,False,True,m
s00421-018-3968-y,True,True,True,False,y
bf00690905,True,False,False,False,m
s00421-020-04572-6,True,False,False,False,m
mcb.05629-11,True,False,False,False,m
02640414.2017.1346269,True,False,True,False,y
jbc.m113.507285,True,False,False,False,m
j.jsams.2017.06.003,True,True,False,True,m
s00421-007-0569-6,True,True,True,True,y
01.mss.0000174892.27331.ce,True,True,True,True,y
