done,doi_suffix,Data Processing Text,avg_terms,avg_text,no_avg_details,Avg type,Avg subtype,Avg amount,Avg MOS,Avg mean type,Avg method,Documented
FALSE,apnm-2015-0646,,"['during the 60-s ', 'butterworth', 'average of 30 s ', 'every 10 s,', ' 5-s interval', 'over the last 30 s ', 'highest 5-s ', 'lasting 60-s,', '(5-s intervals', ' 5-s intervals', '15-breaths rolling', 'during a 60-s ', 'each 60-s ']","['ater than three standard deviations from the local mean were omitted. during the incremental test, individual relationships between power output and vȩo2 were established using the mean vȩo2 measured OVER THE LAST 30 S of each stage for the calculation of the accumulated oxygen deficit (aod) according to noordhof et d al. (2010), under the assumption that ipc does not affect the relationship between power raft output and submaximal vȩo2 (de groot et al. 2010; clevidence et al. 2012). the maximal pulmonary oxygen uptake was taken as the highest 15-BREATHS ROLLING average value attained during the test. the vȩo2 for EACH 60-S cycle performance and during recovery were integrated over time to provide the accumulated gross vo2 during the sprint and the excess post-exercise oxygen consumption (epoc), respectively. pretest vȩo2 was calculated as the AVERAGE OF 30 S preceding the sprint and peak vȩo2 was the HIGHEST 5-S value attained during the test. in summary, the relevant variables derived from vȩo2 measurements were: pretest vȩo2, peak vȩo2, accumulated vo2, aod, and epoc (gross). blood lactate kinetics. for the', 'l deviated by more than four standard deviations above the baselines. each emg burst was inspected to verify the timing identified by the computer. the average rms over the periods of muscle activity (5-S INTERVALS) were then calculated and constituted the myoelectric variable of interest. https://mc06.manuscriptcentral.com/apnm-pubs\n\x0cpage 11 of 29 applied physiology, nutrition, and metabolism 11 statistical an', ' unclear. methods: fifteen recreational cyclists were assessed in order to evaluate the effects of ipc of the upper thighs on anaerobic performance, skeletal muscle activation and metabolic responses DURING A 60-S sprint performance. after an incremental test and a familiarization visit, subjects were randomly submitted in visits three and four to a performance protocol preceded by intermittent bilateral cuff i', 'thus mpo during a self-paced cycling performance of short-duration has not yet been investigated. we have thus examined the hypothesis that ipc could improve the mpo during a maximal cycling exercise LASTING 60-S, the duration being susceptible to influences from both aerobic d and anaerobic energy metabolisms (wittekind and beneke 2011). additionally, we investigated the hypotheses that a higher muscle activa', '9] [-6.8 to 5.4] [-1.0 to 9.8] 0.024 * https://mc06.manuscriptcentral.com/apnm-pubs\n\x0capplied physiology, nutrition, and metabolism page 26 of 29 26 figure legends fig. 1 mean absolute power output per 5-S INTERVAL of the 60-s sprint cycling performance  for ischemic preconditioning (black bars) and control (white bars). values are means ±  standard errors plotted on semi-log coordinates (left y-axis). the clos', 'elative to control (95%ci of 0.8 to 3.3%, p = 0.001). the marginal means and se intervals for control and ipc conditions were 528 [517-540] and 539 [528-551] w, respectively. when mpo was expressed in 5-S INTERVALs, the performance improvement was higher at the exercise onset (6.8%, 95%ci of 1.2 to 12.8%, p = 0.017), but then decreased progressively throughout the sprint (figure 1). draft metabolic responses. t']",FALSE,time,bin,5,mean,whole,apnm-2015-0646-time-bin-5-mean-whole,TRUE
FALSE,apnm-2015-0646,,"['during the 60-s ', 'butterworth', 'average of 30 s ', 'every 10 s,', ' 5-s interval', 'over the last 30 s ', 'highest 5-s ', 'lasting 60-s,', '(5-s intervals', ' 5-s intervals', '15-breaths rolling', 'during a 60-s ', 'each 60-s ']","['ater than three standard deviations from the local mean were omitted. during the incremental test, individual relationships between power output and vȩo2 were established using the mean vȩo2 measured OVER THE LAST 30 S of each stage for the calculation of the accumulated oxygen deficit (aod) according to noordhof et d al. (2010), under the assumption that ipc does not affect the relationship between power raft output and submaximal vȩo2 (de groot et al. 2010; clevidence et al. 2012). the maximal pulmonary oxygen uptake was taken as the highest 15-BREATHS ROLLING average value attained during the test. the vȩo2 for EACH 60-S cycle performance and during recovery were integrated over time to provide the accumulated gross vo2 during the sprint and the excess post-exercise oxygen consumption (epoc), respectively. pretest vȩo2 was calculated as the AVERAGE OF 30 S preceding the sprint and peak vȩo2 was the HIGHEST 5-S value attained during the test. in summary, the relevant variables derived from vȩo2 measurements were: pretest vȩo2, peak vȩo2, accumulated vo2, aod, and epoc (gross). blood lactate kinetics. for the', 'l deviated by more than four standard deviations above the baselines. each emg burst was inspected to verify the timing identified by the computer. the average rms over the periods of muscle activity (5-S INTERVALS) were then calculated and constituted the myoelectric variable of interest. https://mc06.manuscriptcentral.com/apnm-pubs\n\x0cpage 11 of 29 applied physiology, nutrition, and metabolism 11 statistical an', ' unclear. methods: fifteen recreational cyclists were assessed in order to evaluate the effects of ipc of the upper thighs on anaerobic performance, skeletal muscle activation and metabolic responses DURING A 60-S sprint performance. after an incremental test and a familiarization visit, subjects were randomly submitted in visits three and four to a performance protocol preceded by intermittent bilateral cuff i', 'thus mpo during a self-paced cycling performance of short-duration has not yet been investigated. we have thus examined the hypothesis that ipc could improve the mpo during a maximal cycling exercise LASTING 60-S, the duration being susceptible to influences from both aerobic d and anaerobic energy metabolisms (wittekind and beneke 2011). additionally, we investigated the hypotheses that a higher muscle activa', '9] [-6.8 to 5.4] [-1.0 to 9.8] 0.024 * https://mc06.manuscriptcentral.com/apnm-pubs\n\x0capplied physiology, nutrition, and metabolism page 26 of 29 26 figure legends fig. 1 mean absolute power output per 5-S INTERVAL of the 60-s sprint cycling performance  for ischemic preconditioning (black bars) and control (white bars). values are means ±  standard errors plotted on semi-log coordinates (left y-axis). the clos', 'elative to control (95%ci of 0.8 to 3.3%, p = 0.001). the marginal means and se intervals for control and ipc conditions were 528 [517-540] and 539 [528-551] w, respectively. when mpo was expressed in 5-S INTERVALs, the performance improvement was higher at the exercise onset (6.8%, 95%ci of 1.2 to 12.8%, p = 0.017), but then decreased progressively throughout the sprint (figure 1). draft metabolic responses. t']",FALSE,breath,rolling,15,mean,whole,apnm-2015-0646-breath-rolling-15-mean-whole,TRUE
FALSE,apnm-2015-0646,,"['during the 60-s ', 'butterworth', 'average of 30 s ', 'every 10 s,', ' 5-s interval', 'over the last 30 s ', 'highest 5-s ', 'lasting 60-s,', '(5-s intervals', ' 5-s intervals', '15-breaths rolling', 'during a 60-s ', 'each 60-s ']","['ater than three standard deviations from the local mean were omitted. during the incremental test, individual relationships between power output and vȩo2 were established using the mean vȩo2 measured OVER THE LAST 30 S of each stage for the calculation of the accumulated oxygen deficit (aod) according to noordhof et d al. (2010), under the assumption that ipc does not affect the relationship between power raft output and submaximal vȩo2 (de groot et al. 2010; clevidence et al. 2012). the maximal pulmonary oxygen uptake was taken as the highest 15-BREATHS ROLLING average value attained during the test. the vȩo2 for EACH 60-S cycle performance and during recovery were integrated over time to provide the accumulated gross vo2 during the sprint and the excess post-exercise oxygen consumption (epoc), respectively. pretest vȩo2 was calculated as the AVERAGE OF 30 S preceding the sprint and peak vȩo2 was the HIGHEST 5-S value attained during the test. in summary, the relevant variables derived from vȩo2 measurements were: pretest vȩo2, peak vȩo2, accumulated vo2, aod, and epoc (gross). blood lactate kinetics. for the', 'l deviated by more than four standard deviations above the baselines. each emg burst was inspected to verify the timing identified by the computer. the average rms over the periods of muscle activity (5-S INTERVALS) were then calculated and constituted the myoelectric variable of interest. https://mc06.manuscriptcentral.com/apnm-pubs\n\x0cpage 11 of 29 applied physiology, nutrition, and metabolism 11 statistical an', ' unclear. methods: fifteen recreational cyclists were assessed in order to evaluate the effects of ipc of the upper thighs on anaerobic performance, skeletal muscle activation and metabolic responses DURING A 60-S sprint performance. after an incremental test and a familiarization visit, subjects were randomly submitted in visits three and four to a performance protocol preceded by intermittent bilateral cuff i', 'thus mpo during a self-paced cycling performance of short-duration has not yet been investigated. we have thus examined the hypothesis that ipc could improve the mpo during a maximal cycling exercise LASTING 60-S, the duration being susceptible to influences from both aerobic d and anaerobic energy metabolisms (wittekind and beneke 2011). additionally, we investigated the hypotheses that a higher muscle activa', '9] [-6.8 to 5.4] [-1.0 to 9.8] 0.024 * https://mc06.manuscriptcentral.com/apnm-pubs\n\x0capplied physiology, nutrition, and metabolism page 26 of 29 26 figure legends fig. 1 mean absolute power output per 5-S INTERVAL of the 60-s sprint cycling performance  for ischemic preconditioning (black bars) and control (white bars). values are means ±  standard errors plotted on semi-log coordinates (left y-axis). the clos', 'elative to control (95%ci of 0.8 to 3.3%, p = 0.001). the marginal means and se intervals for control and ipc conditions were 528 [517-540] and 539 [528-551] w, respectively. when mpo was expressed in 5-S INTERVALs, the performance improvement was higher at the exercise onset (6.8%, 95%ci of 1.2 to 12.8%, p = 0.017), but then decreased progressively throughout the sprint (figure 1). draft metabolic responses. t']",FALSE,time,bin,30,mean,whole,apnm-2015-0646-time-bin-30-mean-whole,TRUE
FALSE,apnm-2018-0101,,[' 6 second averages'],FALSE,TRUE,,,,,,apnm-2018-0101,TRUE
FALSE,apnm-2020-0281,,['during the 40 s '],"['ere placed near the cycle ergometer to avoid movement limitation because of the length of the naﬁon tubing (i.e., 2 m). we also collected expired gases during the 2-min transition from hiit to rt and DURING THE 40 S of passive rest in between sets of rt training. average energy expenditure was calculated using brouwer equations (brouwer 1957). testing protocol before and after training, participants arrived at th']",FALSE,time,bin,40,mean,whole,apnm-2020-0281-time-bin-40-mean-whole,TRUE
FALSE,apnm-2020-0281,,['during the 40 s '],"['ere placed near the cycle ergometer to avoid movement limitation because of the length of the naﬁon tubing (i.e., 2 m). we also collected expired gases during the 2-min transition from hiit to rt and DURING THE 40 S of passive rest in between sets of rt training. average energy expenditure was calculated using brouwer equations (brouwer 1957). testing protocol before and after training, participants arrived at th']",FALSE,time,bin,120,mean,whole,apnm-2020-0281-time-bin-120-mean-whole,TRUE
FALSE,apnm-2020-0474,,"['mean > 2 s)', '1 min rest period', 'butterworth']","['ively impaired by exercise-induced low energy availability, it may be that only performance on the mental rotation task was affected as this was a complex task, requiring the longest processing time (MEAN > 2 S) of the test battery and therefore may be more susceptible to interference. 414 415 416 the current study has improved upon previous research by not employing dietary placebos. in previous research (l']",TRUE,,,,,,apnm-2020-0474,TRUE
FALSE,apunts.2014-0983.es._._2021_._4_._.146.09,,['5-breath  moving'],"['eaths (swallowing, coughing, and/or  signal interruptions) were withdrawn from the vo2 analysis  by only including those within mean\xa0±\xa04\xa0sd (ozyener et  al., 2001). the data was then smoothed using a 5-BREATH  MOVING window (de jesus et al., 2014). peak oxygen uptake  (vo2peak) was considered as the highest value of the curve of  both tests (laffite et al., 2004). vo2 and lactate concentration  in rest (respectiv']",FALSE,breath,rolling,5,mean,whole,apunts.2014-0983.es._._2021_._4_._.146.09-breath-rolling-5-mean-whole,TRUE
FALSE,arm.2012.36.3.379,,"['every two  minutes', 'interval of 30  seconds ']","['tage or if a subject wished to terminate the examination,  the exercise examination was discontinued. data for the analysis of respiratory gas was measured  in real time and was then analyzed with an INTERVAL OF 30  SECONDS to calculate the mean and peak value of each  variance. experimental procedure the subjects given instructions how to use each piece  of rowing equipment and were asked to spend approximately 5 minute']",FALSE,time,bin,30,mean,whole,arm.2012.36.3.379-time-bin-30-mean-whole,TRUE
FALSE,asem.2724.2010,,"['highest 30-s ', 'averaged every 30 s.', 'during the last 30 s ']","['a were analyzed continuously using customized software. the values  of (cid:5)v o2, carbon dioxide output ( (cid:5)v co 2 ), expired minute ventilation (v e ), and the respiratory exchange ratio were AVERAGED EVERY 30 S. the HIGHEST 30-S average value obtained  for cardiorespiratory parameters during the exercise protocol was considered the peak value. in order to verify the  validity together with the reproducibility of one-legged \n ']",FALSE,time,bin,30,mean,whole,asem.2724.2010-time-bin-30-mean-whole,TRUE
