done,doi_suffix,Data Processing Text,interpolation_text,Interpolation type,Interpolation time (s),Notes
TRUE,fphys.2022.824154,"Metabolic data were smoothed using an 11-breath rolling average and the highest data point was recorded as VO2peak (ml·min−1 kg −1 ; Robergs et al., 2010). cal Graphics, St. Paul, Minn). To ensure that subjects reached their  V ̇ O2max with this protocol, they had to meet at least 2 of the fol- lowing 3 criteria: (1) maximal heart rate of more than 200/min;  (2) respiratory exchange ratio (V ̇CO2/V ̇ O2) more than 1.0; and  (3) a plateau in oxygen consumption. The subject’s oxygen con- sumption at a heart rate of 170 was recorded (V ̇ O2 (170)) if he or  she was unable to meet the criteria for a V ̇ O2max test.",FALSE,,,
TRUE,13993003.01793-2018,,,,,
TRUE,jpr.s238718,,,,,
TRUE,s12984-015-0099-0,"VO2peak was de- fined as the highest mean oxygen uptake during 30 s  and expressed in liters per minute (L/min). cal Graphics, St. Paul, Minn). To ensure that subjects reached their  V ̇ O2max with this protocol, they had to meet at least 2 of the fol- lowing 3 criteria: (1) maximal heart rate of more than 200/min;  (2) respiratory exchange ratio (V ̇CO2/V ̇ O2) more than 1.0; and  (3) a plateau in oxygen consumption. The subject’s oxygen con- sumption at a heart rate of 170 was recorded (V ̇ O2 (170)) if he or  she was unable to meet the criteria for a V ̇ O2max test.",FALSE,,,
TRUE,fphys.2018.01759,,FALSE,,,"Values of V’O2 were averaged over the last 2 min of each cadence interval, when V’O2 approximately reached a steady state. and expressed in liters per minute (L/min). cal Graphics, St. Paul, Minn). To ensure that subjects reached their  V ̇ O2max with this protocol, they had to meet at least 2 of the fol- lowing 3 criteria: (1) maximal heart rate of more than 200/min;  (2) respiratory exchange ratio (V ̇CO2/V ̇ O2) more than 1.0; and  (3) a plateau in oxygen consumption. The subject’s oxygen con- sumption at a heart rate of 170 was recorded (V ̇ O2 (170)) if he or  she was unable to meet the criteria for a V ̇ O2max test."
TRUE,j.neuroimage.2016.10.033,,FALSE,,,
TRUE,bjsm.2008.046391,,,,,
TRUE,fphys.2019.00629,,,,,
TRUE,01.atv.15.10.1668,,,,,
TRUE,fphys.2021.726414,,,,1,
TRUE,j.ehj.2004.04.034,,FALSE,,,
TRUE,j.freeradbiomed.2015.05.014,Participant’s breath by breath V̇O2 data were initially checked for erroneous breaths (caused by coughing and swallowing). Breaths > 4 SDs away from the local mean were removed prior to interpolation. Breath by breath data for each cycling bout were time aligned and interpolated to provide second by second values.,"[' uptake for treadmill walking using the medgraphics equipment can be seen in table 4. table 4. 𝐕̇ o2 repeatability data. this table shows day to day 𝐕̇ o2 repeatability. data from 1 individual after  INTERPOLATion and modelled as described above for 3 transitions, with the mean, sd  and coefficient of variation calculated over 3 separate days. day 1  day 2  day 3 mean  sd  cv % time constant mrt o2 deficit ', ' initially inspected for errant breaths (e.g. associated with coughing and swallowing), with values lying more than four sds from the local mean being removed. the breath-by-breath data were linearly INTERPOLATed to provide second-by-second values and, for each individual, the three bouts were time-aligned to the start of exercise and ensemble-averaged. a nonlinear least-square algorithm was used to fit the', 'cal analysis participant’s breath by breath v̇ o2 data were initially checked for erroneous breaths (caused by coughing and swallowing). breaths > 4 sds away from the local mean were removed prior to INTERPOLATion. breath by breath data for each cycling bout were time aligned and INTERPOLATed to provide second by second values. a nonlinear least squares algorithm was then used to fit the ensemble-averaged d', 'ughing and swallowing and were 85\n\x0cremoved (lamarra et al., 1987). breaths over 4 standard deviations from the local mean were removed. for each individual breath-by-breath data were time aligned and INTERPOLATed for each transition to give second by second values (chapter 3 had 3 transitions and chapter 4 had two). a nonlinear least squares algorithm was then used to fit the ensemble-averaged data, as desc']",,1,
TRUE,2052-1847-6-21,,FALSE,,,
TRUE,bjsm.10.1.4,,,,,
TRUE,apnm-2014-0470,,,,,
TRUE,nu11020440,,,,,
TRUE,bjn20031031,,FALSE,,,
TRUE,nu11071494,,,,,
TRUE,ejcn.2011.175,,"['ed continuously during exercise tests and for 10 min periods for resting measurements. breath-by-breath data were displayed online using a portable metabolic cart 155 (k4 b2, cosmed, rome, italy) and INTERPOLATed into 1 sec intervals for subsequent analyses. 156 157 158 calibration procedures were carried out prior to each experimental test, as described previously (zakrzewski and tolfrey, 2011). fat oxidat']",,1,
TRUE,j.wem.2014.06.011,"Expired gases were continuously collected and averaged in 15-second intervals during the test, using a calibrated metabolic cart (ParvoMedics, Inc, Salt Lake City, UT).",,,,This study uses pulse oximetry
TRUE,bjsm.24.3.201,,,,,
TRUE,036.102.2015.2.9,"Data for respiration gas exchange were obtained using a respiratory gas analyzer by the breath-by-breath mode (AEROMONITOR AE-310S, Minato Medical Science CO., LTD., Osaka, Japan). Ventilation (V̇ E) was measured by a hot-wire flow meter, and the flow meter was calibrated with a syringe of known volume (2 liters). O2 and CO2 concentrations were measured by a paramagnetic oxygen analyzer and photometric gas analyzer, respectively. The gas analyzer was calibrated by known standard gas (O2: 15.13%, CO2: 5.068%). Respiration gas exchange was measured continuously during rest, exercise, and recovery periods. Heart rate (HR) was recorded using a heart rate monitor installed in the respiratory gas analyzer. V̇o2 and HR were obtained breath-by-breath. In incremental exercise, breath-by-breath data were output as 20-s data [...] Breath-by-breath data for V̇o2 wereinterpolated into 1-s data using a three-dimensional spline in the present study

The 1-s data for TOI in the test period were analyzed by fast Fourier transform (FFT). In order to visualize the data of low frequency, a low pass filter was used for 1-sec V̇ o2 and 1-sec TOI. The pass frequency was set below 0.05 Hz. Coherence and phase difference between the two TOIs were calculated with 15 windows and 50% overlap.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ","['obtained  in each exercise were summed. however, in this method, the oscillation of measured data is  eliminated by the summation. in order to avoid this effect, breath-by-breath data for v̇ o2 were  INTERPOLATed into 1-s data using a three-dimensional spline in the present study, but there is  also a problem in this method. higher frequency of oscillation than the respiration rate has no  meaning. the 1-s ']",cubic,1,
TRUE,bmjopen-2015-010359,The VO2 peak is defined as the average oxygen consumption during the last 20 s of the incremental phase of exercise before attaining the limit of tolerance.,FALSE,,,
TRUE,s004240100689,,,,,
TRUE,bjsm.25.4.227,,,,,
TRUE,s10047-016-0893-x,,FALSE,,,
TRUE,fphys.2019.00262,,,,,
TRUE,japplphysiol.00587.2015,Individual V ̇ O2 max was determined as the highest O2 value averaged over 60 s.,,,,
TRUE,bjha-2014-0023,The highest value of oxygen uptake that was sustained for 15 seconds obtained during the maximal effort was assumed as VO2max [18].,FALSE,,,
TRUE,bf00421316,,,,,
TRUE,japplphysiol.00993.2003,,FALSE,,,
TRUE,jeb.00369,,,,,
TRUE,journal.pone.0118809,,,,,
TRUE,bf02844004,,,,,
TRUE,s12350-016-0724-8,,FALSE,,,
TRUE,s12931-020-01350-y,,,,,
TRUE,jci109431,,,,,
TRUE,s00421-003-0917-0,,,,,
TRUE,sj.ijo.0802779,,,,,
TRUE,bme-141097,,,,,
TRUE,bf03324567,,,,,
TRUE,bf00964120,,,,,
TRUE,s00421-015-3180-2,,"['speed (vx) as a function of  time (t) during a shuttle run; data refer to the first 5m covered before  the turn, in a5 + 5m shuttle run (hence δt ≈ ½tbout = 1.88 s). the  horizontal speed values were INTERPOLATed by means of 2nd-order  polynomial regressions (continuous curve vx = −4.52t2 + 8.59t,  r2 = 0.913); based on these equations, the maximal speed (vmax;  4.09 m s−1) and the time to attain this speed', 'a typical  profile of vx during a shuttle run is reported in fig. 2;  data refer to the first 5m covered before the turn, in  a5 + 5m shuttle run (hence δt ≈ ½tbout). the horizontal speed values were INTERPOLATed by means of 2ndorder polynomial regressions, and based on these equations, the maximal speed (vmax, m s−1) and the time to  attain this speed (tvmax, s) were calculated. as shown by  fig. 2, about ']",,,
TRUE,s12889-017-4237-4,,,,,
TRUE,bf02527670,,,,,
TRUE,s00421-009-1120-8,,,,,
TRUE,01.cir.80.4.863,,,,,
TRUE,s12541-012-0077-4,,,,,
TRUE,01.str.3.4.441,,,,,
TRUE,s004210100498,,,,,
TRUE,bf00449513,,,,,
TRUE,s004210050508,,,,,
TRUE,bf00864223,,FALSE,,,
TRUE,bjsports-2013-092559,,FALSE,,,
TRUE,s11332-018-0480-z,,,,,
TRUE,1875399x02114010051,,FALSE,,,
TRUE,s00424-003-1020-4,,FALSE,,,
TRUE,bf00808445,,,,,
TRUE,pku.whxb20090934,,,,,
TRUE,s12020-013-9969-z,,,,,
TRUE,s00421-010-1447-1,,,,,
TRUE,s1047951109991090,,,,,
TRUE,s1517-86922013000600011,,,,,
TRUE,jbc.m113.450353,,,,,
TRUE,jci152911,,,,,
TRUE,ab00584,,,,,
TRUE,14651858.cd012678.pub2,,,,,
TRUE,bf03167072,,FALSE,,,
TRUE,bf00236696,,,,,
TRUE,bf00421711,,,,,
TRUE,s004210050337,,,,,
TRUE,1741-7015-9-74,,,,,
TRUE,bf00422845,,,,,
TRUE,bf00417773,,,,,
TRUE,sj.ijo.0801637,,,,,
TRUE,sj.ijo.0802845,,"['ted with the various sedentary and physical activities (except physical training) was assessed from their duration (min) and their respective energy cost (kj/min). the latter was estimated monthly by INTERPOLATion between the results obtained in free-living condition during the control international journal of obesity weeks performed before the beginning, and 9 months later, before completion of the weight-']",,,
TRUE,sj.ijo.0801037,,FALSE,,,
TRUE,1351000214y.0000000105,,,,,
TRUE,s004210050488,,,,,
TRUE,jeb.151019,,,,,
TRUE,jeb.02440,,,,,
TRUE,j.msard.2022.103721,,,,,
TRUE,fendo.2020.531926,,,,,
TRUE,s00421-006-0181-1,,FALSE,,,
TRUE,mss.0000000000001204,,,,,
TRUE,s0066-782x2002001200004,,,,,
TRUE,jsc.0000000000002034,,,,,
TRUE,s0104-66322005000400001,,,,,
TRUE,s00421-004-1175-5,,,,,
TRUE,s00380-007-1016-7,,,,,
TRUE,bf00351042,,,,,
TRUE,s40814-019-0459-9,,,,,
TRUE,s11255-020-02677-7,,,,,
TRUE,bf01318886,,,,,
TRUE,s0034-5687_._00_._00118-3,,,,,
TRUE,bf00426301,,,,,
TRUE,j.2042-3306.1997.tb01629.x,,,,,
TRUE,meps11780,,,,,
TRUE,0167-5273_._91_._90352-p,,,,,
TRUE,journal.pone.0140875,,,,,
TRUE,s00221-007-1240-5,,,,,
TRUE,bf00594171,,,,,
TRUE,bf00422959,,FALSE,,,
TRUE,japplphysiol.00092.2018,,,,,
TRUE,s00421-011-2115-9,,FALSE,,,
TRUE,bf00640670,,,,,
TRUE,s00421-004-1059-8,,,,,
TRUE,ijms21228531,VO2max was determined by a breath-by-breath automated exercise metabolic system,FALSE,,,
TRUE,s00439-009-0731-9,"Gas exchange measures [...] were obtained continuously using a metabolic cart (Medical Graphics, St. Paul, MN), which has been validated with classic gas collection techniques, and averaged over 30-s intervals.",FALSE,,,
TRUE,s004210050218,,FALSE,,,
TRUE,journal.pone.0205976,"Pulmonary gas exchange was measured breath-by-breath using an automated open-circuit gas analysis system (Quark PFTergo, Cosmed, Rome, Italy) [...] Gas exchange responses were interpolated to 1-s intervals and averaged every 15s.","['tins ltda, osasco, brazil). the turbine flowmeter used for the determination of minute ventilation was calibrated with a 3-l syringe (quark pft ergo, cosmed, rome, italy). gas exchange responses were INTERPOLATed to 1-s intervals and averaged every 15s. after a 3-minute warm-up running at 6.6 km�h-1, the test started at 7.2 km�h-1 with subsequent increments of 0.6 km�h-1 every minute until voluntary exhaust']",,1,
TRUE,cells10123490,,FALSE,,,
TRUE,bf00697597,,,,,
TRUE,fphys.2021.769971,"During the RE tests, breath-by-breath VO2 and minute ventilation (VE) were measured continually using a metabolic cart (Quark PFT Ergo, Cosmed, Italy). Mean VO2 and VE were calculated during the last minute of RE tests and used for further analyses.",FALSE,,,
