Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Kremser, C.B., O'Toole, M.F., Leff, A.R.","7003338108; 7005798233; 7102799054","Oscillatory hyperventilation in severe congestive heart failure secondary to idiopathic dilated cardiomyopathy or to ischemic cardiomyopathy",1987,"The American Journal of Cardiology",59,"8",,900,905,,72,10.1016/0002-9149(87)91116-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023260127&partnerID=40&md5=0e40fa2e1ff808bb094efa5223db07a8",Article,Final,"",Scopus,2-s2.0-0023260127
"White, M.K., Hodous, T.K.","7404176587; 6603801825","Reduced Work Tolerance Associated with Wearing Protective Clothing and Respirators",1987,"American Industrial Hygiene Association Journal",48,"4",,304,310,,60,10.1080/15298668791384805,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023219052&partnerID=40&md5=1fde4b6fd6aae667fed2965e1013d3a3",Article,Final,"",Scopus,2-s2.0-0023219052
"Kandou, T.W., Houtman, I.L., vd Bol, E., de Boer, R.W., de Groot, G., van Ingen Schenau, G.J.","57193979098; 57223278530; 6505650199; 7102680314; 7005401925; 7005926519","Comparison of physiology and biomechanics of speed skating with cycling and with skateboard exercise.",1987,"Canadian journal of sport sciences = Journal canadien des sciences du sport",12,"1",,31,36,,28,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023302982&partnerID=40&md5=e9f65b51b60dc4163c4a10531a0da8e4",Article,Final,"",Scopus,2-s2.0-0023302982
"Bosco, C., Montanari, G., Ribacchi, R., Giovenali, P., Latteri, F., Iachelli, G., Faina, M., Colli, R., Dal Monte, A., La Rosa, M., Cortili, G., Saibene, F.","7004550799; 7202307429; 7004891543; 6506019394; 57198363751; 6504063209; 6604070591; 21645095900; 7005730157; 7006572762; 6602502196; 7004201890","Relationship between the efficiency of muscular work during jumping and the energetics of running",1987,"European Journal of Applied Physiology and Occupational Physiology",56,"2",,138,143,,90,10.1007/BF00640636,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023139869&partnerID=40&md5=2cd3afd89477828c773cc28e39570269",Article,Final,"",Scopus,2-s2.0-0023139869
"Inoue, Y., Nakao, M., Murakami, H.","7406178881; 7402206046; 57207336657","Improved estimation of total oxygen uptake in exercise by evaluation of aerobic fitness",1987,"European Journal of Applied Physiology and Occupational Physiology",56,"2",,157,162,,1,10.1007/BF00640639,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023119188&partnerID=40&md5=392bd62ffaf64124abec81250f919e7c",Article,Final,"",Scopus,2-s2.0-0023119188
"Hansen, J.E., Sue, D.Y., Oren, A., Wasserman, K.","57223669808; 7006583843; 57201019254; 57207613177","Relation of oxygen uptake to work rate in normal men and men with circulatory disorders",1987,"The American Journal of Cardiology",59,"6",,669,674,,191,10.1016/0002-9149(87)91190-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023119039&partnerID=40&md5=a26a3666c279faf6ab58dfe375e72808",Article,Final,"",Scopus,2-s2.0-0023119039
"Hill, D.W., Cureton, K.J., Grisham, S.C., Collins, M.A.","14619363500; 57216005315; 6505951076; 7404084105","Effect of training on the rating of perceived exertion at the ventilatory threshold",1987,"European Journal of Applied Physiology and Occupational Physiology",56,"2",,206,211,,69,10.1007/BF00640645,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023118210&partnerID=40&md5=60de542a94615b1c5f4cddbeac264923",Article,Final,"",Scopus,2-s2.0-0023118210
"Eston, R.G., Davies, B.L., Williams, J.G.","8101078100; 57216265724; 57203600808","Use of perceived effort ratings to control exercise intensity in young healthy adults",1987,"European Journal of Applied Physiology and Occupational Physiology",56,"2",,222,224,,116,10.1007/BF00640648,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023100570&partnerID=40&md5=c8e528c4c99ddaeef245cac01da7fb77",Article,Final,"",Scopus,2-s2.0-0023100570
"Fielding, R.A., Costill, D.L., Fink, W.J., King, D.S., Kovaleski, J.E., Kirwan, J.P.","7102200486; 7005304720; 7005590367; 7404431041; 6701406668; 7103099654","Effects of pre-exercise carbohydrate feedings on muscle glycogen use during exercise in well-trained runners",1987,"European Journal of Applied Physiology and Occupational Physiology",56,"2",,225,229,,50,10.1007/BF00640649,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023100098&partnerID=40&md5=054e4d32ead9b8439c31b5ea896cfe66",Article,Final,"",Scopus,2-s2.0-0023100098
"Szlachcic, J., Hirsch, A.T., Tubau, J.F., Vollmer, C., Henderson, S., Massie, B.M.","6603708435; 7201744651; 7003335337; 7003962404; 7201430691; 7101697460","Diltiazem versus propranolol in essential hypertension: Responses of rest and exercise blood pressure and effects on exercise capacity",1987,"The American Journal of Cardiology",59,"5",,393,399,,32,10.1016/0002-9149(87)90943-X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023152507&partnerID=40&md5=c3e1acd2a37487f3c65824c782faafa7",Article,Final,"",Scopus,2-s2.0-0023152507
"Casey, K., Duffin, J., McAvoy, G.V.","7102432281; 7103303034; 6602349372","The effect of exercise on the central‐chemoreceptor threshold in man.",1987,"The Journal of Physiology",383,"1",,9,18,,55,10.1113/jphysiol.1987.sp016392,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023162208&partnerID=40&md5=f45614a75b67b65331bf60169e133250",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0023162208
"Newstead, C.G.","57197004374","The relationship between ventilation and oxygen consumption in man is the same during both moderate exercise and shivering.",1987,"The Journal of Physiology",383,"1",,455,459,,16,10.1113/jphysiol.1987.sp016420,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023162185&partnerID=40&md5=05d1c4f998650205e63579fe1b58757b",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0023162185
"Adams, L., Guz, A., Innes, J.A., Murphy, K.","57191058955; 7102673493; 26636431100; 57203737996","The early circulatory and ventilatory response to voluntary and electrically induced exercise in man.",1987,"The Journal of Physiology",383,"1",,19,30,,49,10.1113/jphysiol.1987.sp016393,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023162171&partnerID=40&md5=76d5f92d5e61034251e88e445f2d81f5",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0023162171
"SkÖldstrÖm, B.","6507349357","Physiological responses of fire fighters to workload and thermal stress",1987,"Ergonomics",30,"11",,1589,1597,,48,10.1080/00140138708966049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0342326083&partnerID=40&md5=483f09f04ca5245ea5cf17fa544018ef",Article,Final,"",Scopus,2-s2.0-0342326083
"Cazzola, M., Assogna, G., D'Amato, G., Guidetti, E., Maurea, N., Cardellicchio, C., Viola, P., Lobefalo, G.","55142525400; 6602119063; 7102679603; 6603390207; 6603340276; 6603434193; 57197665111; 6602916615","Effects of 5-HT2 receptor blockade on ventilation during exercise in chronic airway obstruction patients",1987,"Advances in Therapy",4,"4",,186,195,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023638222&partnerID=40&md5=4ec4e65baba9894fee1fa83f17a4d455",Article,Final,"",Scopus,2-s2.0-0023638222
"Freund, B.J., Claybaugh, J.R., Dice, M.S., Hashiro, G.M.","7005965618; 7005243081; 36805897000; 6602469463","Hormonal and vascular fluid responses to maximal exercise in trained and untrained males",1987,"Journal of Applied Physiology",63,"2",,669,675,,77,10.1152/jappl.1987.63.2.669,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023636578&partnerID=40&md5=fe941f3a4ac1f7effba88f100a720686",Article,Final,"",Scopus,2-s2.0-0023636578
"Bechard, D., Wetstein, L.","6604096038; 7004080081","Assessment of Exercise Oxygen Consumption as Preoperative Criterion for Lung Resection",1987,"Annals of Thoracic Surgery",44,"4",,344,349,,171,10.1016/S0003-4975(10)63787-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023634864&partnerID=40&md5=d6fd5744cc5a6b25a7cc495d103af60b",Article,Final,"",Scopus,2-s2.0-0023634864
"Goss, F.L., Robertson, R.J., Auble, T.E., Cassinelli, D.A., Spina, R.J., Glickman, E.E., Galbreath, R.W., Silberman, R.M., Metz, K.F.","35513469400; 7403143096; 7003996330; 6603255495; 7005033470; 7003989863; 7004869196; 7003427320; 7004810249","Are treadmill-based exercise prescriptions generalizable to combined arm and leg exercise?",1987,"Journal of Cardiopulmonary Rehabilitation",7,"11",,551,555,,5,10.1097/00008483-198711200-00006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023634587&partnerID=40&md5=7ebf08c1933d91148e9c142ae9616a00",Article,Final,"",Scopus,2-s2.0-0023634587
"FARRELL, P.A., KJAER, M., BACH, F.W., GALBO, H.","7201756086; 26424698800; 7202286447; 7004999683","Beta‐endorphin and adrenocorticotropin response to supramaximal treadmill exercise in trained and untrained males",1987,"Acta Physiologica Scandinavica",130,"4",,619,625,,82,10.1111/j.1748-1716.1987.tb08184.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023633949&partnerID=40&md5=8903ed88ebe5fa498fed5b649197d2cd",Article,Final,"",Scopus,2-s2.0-0023633949
"Chodzko-Zajko, W.J., Ringel, R.L.","6701913314; 7004038014","Physiological fitness measures and sensory and motor performance in aging",1987,"Experimental Gerontology",22,"5",,317,328,,39,10.1016/0531-5565(87)90030-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023633834&partnerID=40&md5=361d8dba5b8bec71b482d1cd82b03f44",Article,Final,"",Scopus,2-s2.0-0023633834
"Blessing, D.L., Wilson, G.D., Puckett, J.R., Ford, H.T.","6701607090; 7404530978; 7006414707; 7201746810","The physiologic effects of eight weeks of aerobic dance with and without hand-held weights",1987,"American Journal of Sports Medicine",15,"5",,508,510,,18,10.1177/036354658701500515,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023629827&partnerID=40&md5=5e2681ccc10e6035c22b9a84d54aeca9",Article,Final,"",Scopus,2-s2.0-0023629827
"Rozendal, R.H., Van Der Woude, L.H.V., Veeger, H.E.","7004703252; 35594053000; 57201694913","Ergonomy of manually propelled wheelchairs",1987,"International Journal of Rehabilitation Research",10,"3",,335,336,,,10.1097/00004356-198709000-00018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023623550&partnerID=40&md5=fe03dd57d16673de06407cde7b2b15d0",Article,Final,"",Scopus,2-s2.0-0023623550
"Keeling, W.F., Martin, B.J.","6507584714; 7402931648","Gastrointestinal transit during mild exercise",1987,"Journal of Applied Physiology",63,"3",,978,981,,58,10.1152/jappl.1987.63.3.978,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023618238&partnerID=40&md5=dd4350c7b1be5fd59084a43c503a5c9c",Article,Final,"",Scopus,2-s2.0-0023618238
"Butler, P.J., Woakes, A.J.","7201399550; 7004685598","Heart rate in humans during underwater swimming with and without breath-hold",1987,"Respiration Physiology",69,"3",,387,399,,38,10.1016/0034-5687(87)90091-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023616805&partnerID=40&md5=dc74398c41a8239d793f0c6e81719014",Article,Final,"",Scopus,2-s2.0-0023616805
"Chow, R., Harrison, J.E., Notarius, C.","7101916081; 7402742203; 6602106243","Effect of two randomised exercise programmes on bone mass of healthy postmenopausal women",1987,"British Medical Journal (Clinical research ed.)",295,"6611",,1441,1444,,249,10.1136/bmj.295.6611.1441,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023615984&partnerID=40&md5=d1471658d0ec216c7d5507ecb192da22",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-0023615984
"Wrisley, D., Vander, L., Rubenfire, M.","7003620390; 6603181856; 7006537971","Estimation of oxygen consumption in cardiac patients during the Balke-II treadmill protocol",1987,"American Journal of Noninvasive Cardiology",1,"6",,341,345,,,10.1159/000470791,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023615131&partnerID=40&md5=88bddb9d329e37ab6ae416709f1b778b",Article,Final,"",Scopus,2-s2.0-0023615131
"Van Baak, M.A., Bohm, R.O.B., Arends, B.G., Van Hooff, M.E.J., Rahn, K.H.","57510110700; 57198001861; 36729467000; 7003513832; 7102738760","Long-term antihypertensive therapy with beta-blockers: Submaximal exercise capacity and metabolic effects during exercise",1987,"International Journal of Sports Medicine",8,"5",,342,347,,31,10.1055/s-2008-1025681,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023609813&partnerID=40&md5=87c39528b8c0c248ee78bad19fe46ba0",Article,Final,"",Scopus,2-s2.0-0023609813
"Rutberg, H., Hakanson, E., Hall, G.M., Jorfeldt, L.","57194532140; 7006475012; 7402065856; 7006210416","Effects of graded exercise on leg exchange of energy substrates in malignant hyperthermia susceptible subjects",1987,"Anesthesiology",67,"3",,308,313,,12,10.1097/00000542-198709000-00005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023607790&partnerID=40&md5=8a45e497b28a5394077db2894763dfb6",Article,Final,"",Scopus,2-s2.0-0023607790
"Posner, J.D., Gorman, K.M., Klein, H.S., Cline, C.J.","7102432179; 7003987433; 7403471488; 57196971471","Ventilatory threshold: Measurement and variation with age",1987,"Journal of Applied Physiology",63,"4",,1519,1525,,70,10.1152/jappl.1987.63.4.1519,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023605399&partnerID=40&md5=1afdb651259ba6337f56dd4946b990f1",Article,Final,"",Scopus,2-s2.0-0023605399
"Castellino, P., Bia, M., DeFronzo, R.A.","22937064600; 7004748217; 7102080966","Metabolic response to exercise in dialysis patients",1987,"Kidney International",32,"6",,877,883,,21,10.1038/ki.1987.289,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023602001&partnerID=40&md5=5b1d5a21356cdcec76dc3cab0d4f51e7",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0023602001
"Hicks, A.L., MacDougall, J.D., Muckle, T.J.","7006388559; 7103159726; 56631037200","Acute changes in high-density lipoprotein cholesterol with exercise of different intensities",1987,"Journal of Applied Physiology",63,"5",,1956,1960,,22,10.1152/jappl.1987.63.5.1956,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023598142&partnerID=40&md5=fb27549528cc297c0631cf1f23d3653c",Article,Final,"",Scopus,2-s2.0-0023598142
"Salonen, J.T., Lakka, T.","57218887896; 7007104204","Assessment of physical activity in population studies - validity and consistency of the methods in the Kuopio Ischemic Heart Disease Risk Factor Study",1987,"Scandinavian Journal of Sports Sciences",9,"3",,89,95,,53,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023585007&partnerID=40&md5=2eb6a6e40a1ab2b401527130469f6af0",Article,Final,"",Scopus,2-s2.0-0023585007
"Henson, L.C., Poole, D.C., Donahoe, C.P., Heber, D.","35553979800; 7101672352; 6603286552; 7006186492","Effects of exercise training on resting energy expenditure during caloric restriction",1987,"American Journal of Clinical Nutrition",46,"6",,893,899,,39,10.1093/ajcn/46.6.893,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023578808&partnerID=40&md5=2b44224bd3f261ae9b9f623d04e7a554",Article,Final,"",Scopus,2-s2.0-0023578808
"Katz, A., SAHLIN, K.","7402569938; 55500462400","Effect of decreased oxygen availability on NADH and lactate contents in human skeletal muscle during exercise",1987,"Acta Physiologica Scandinavica",131,"1",,119,127,,59,10.1111/j.1748-1716.1987.tb08213.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023576235&partnerID=40&md5=d6259858fd6b73ebd10311db9cf89de0",Article,Final,"",Scopus,2-s2.0-0023576235
"Coplan, N.L., Gleim, G.W., Scandura, M., Nicholas, J.A.","7006007513; 16194011500; 6508328958; 7202440718","Comparison of arm and treadmill exercise at 85% predicted maximum heart rate",1987,"Clinical Cardiology",10,"11",,655,657,,1,10.1002/clc.4960101111,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023574506&partnerID=40&md5=e6748fb1307975211bf8a1e711e4c09f",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0023574506
"Kreider, R.B., Cundiff, D.E., Hammett, J.B., Cortes, C.W., Williams, K.W.","57200010562; 7003788108; 57225441993; 7006195638; 55459256800","Effects of cycling on running performance in triathletes",1987,"Annals of Sports Medicine",3,"4",,220,225,,42,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023573902&partnerID=40&md5=7a4f78cca9b54fa16f908805d88af07f",Article,Final,"",Scopus,2-s2.0-0023573902
"LUHTANEN, P., RAHKILA, P., RUSKO, H., VIITASALO, J.T.","6603800658; 7006100078; 7004018248; 7004462728","Mechanical work and efficiency in ergometer bicycling at aerobic and anaerobic thresholds",1987,"Acta Physiologica Scandinavica",131,"3",,331,337,,35,10.1111/j.1748-1716.1987.tb08247.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023571474&partnerID=40&md5=12665222f7d6b7e231d3443bca0b8186",Article,Final,"",Scopus,2-s2.0-0023571474
"McMurray, R.G., Berry, M.J., Vann, R.T., Hardy, C.J., Sheps, D.S.","7102681977; 7402662278; 7006732115; 7201464503; 7006169338","The effect of running in an outdoor environment on plasma beta endorphins",1987,"Annals of Sports Medicine",3,"4",,230,233,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023554053&partnerID=40&md5=4f0b20c01f76fe80e88f617b9976c4cb",Article,Final,"",Scopus,2-s2.0-0023554053
"Campaigne, B.N., Wallberg-Henriksson, H., Gunnarsson, R.","6603758639; 7005135143; 7005994368","Glucose and insulin responses in relation to insulin dose and caloric intake 12 h afer acute physical exercise in men with IDDM",1987,"Diabetes Care",10,"6",,716,721,,34,10.2337/diacare.10.6.716,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0023553016&partnerID=40&md5=cc2450ee08c32c1c71fc36610ec2e3ff",Article,Final,"",Scopus,2-s2.0-0023553016
